oa_code,All families in households,No dependent children in family,One dependent child in family aged 0 to 4,One dependent child in family aged 5 to 11,One dependent child in family aged 12 to 18,Two dependent children in family: Youngest aged 0 to 4,Two dependent children in family: Youngest aged 5 to 11 ,Two dependent children in family: Youngest aged 12 to 18 ,Three or more dependent children in family: Youngest aged 0 to 4 ,Three or more dependent children in family: Youngest aged 5 to 11,Three or more dependent children in family: Youngest aged 12 to 18,All dependent children in households
S00111340,27,18,1,-,5,-,2,1,-,-,-,12
S00111341,44,31,1,-,3,2,3,2,1,1,-,25
S00111342,20,8,-,2,4,-,1,3,2,-,-,20
S00111343,47,19,8,5,-,8,2,1,2,2,-,48
S00111344,30,20,-,1,3,1,2,1,1,1,-,21
S00111345,20,16,1,1,-,2,-,-,-,-,-,6
S00111346,60,34,7,2,2,7,2,2,3,1,-,47
S00111347,41,11,2,5,6,7,4,2,3,1,-,51
S00111348,20,6,4,3,2,2,2,-,1,-,-,20
S00111349,46,31,1,1,1,-,6,2,2,2,-,31
S00111350,65,37,9,5,2,6,1,1,3,1,-,48
S00111351,27,16,5,-,2,1,1,1,-,1,-,19
S00111352,47,23,7,1,5,6,3,1,1,-,-,39
S00111353,17,12,1,-,2,-,1,-,1,-,-,8
S00111354,23,17,1,1,2,-,-,1,1,-,-,9
S00111355,50,31,3,-,4,1,4,2,3,2,-,38
S00111356,46,31,2,-,2,4,2,2,1,2,-,34
S00111357,27,19,1,2,1,-,-,1,1,2,-,15
S00111358,44,37,1,3,1,-,1,-,1,-,-,10
S00111359,33,22,-,3,2,2,2,1,1,-,-,18
S00111360,20,14,-,-,3,1,1,-,-,-,1,10
S00111361,38,24,4,2,3,1,-,1,-,1,2,24
S00111362,25,13,2,2,2,2,-,3,1,-,-,19
S00111363,28,18,1,1,2,2,2,-,2,-,-,20
S00111364,35,22,-,2,6,1,2,-,2,-,-,22
S00111365,20,15,1,-,1,-,1,-,2,-,-,10
S00111366,20,5,4,1,-,4,4,-,1,1,-,27
S00111367,29,23,-,-,1,-,4,1,-,-,-,12
S00111368,21,16,1,1,1,-,-,1,1,-,-,8
S00111369,37,29,2,-,1,2,3,-,-,-,-,13
S00111370,28,17,-,1,1,5,2,-,-,2,-,24
S00111371,24,12,3,2,1,2,3,1,-,-,-,18
S00111372,18,9,1,1,2,1,2,-,-,2,-,16
S00111373,38,30,1,-,4,1,-,2,-,-,-,12
S00111374,19,14,-,-,2,1,1,-,1,-,-,11
S00111375,38,24,-,1,5,1,1,3,1,2,-,25
S00111376,21,10,1,-,3,1,1,2,2,1,-,21
S00111377,31,23,1,1,2,1,1,2,-,-,-,12
S00111378,31,20,2,2,5,-,1,-,-,1,-,17
S00111379,22,18,1,-,1,-,1,-,1,-,-,9
S00111380,21,5,8,3,2,2,-,1,-,-,-,19
S00111381,54,38,1,5,4,-,4,2,-,-,-,25
S00111382,33,20,5,-,4,1,2,-,-,-,1,20
S00111383,19,16,2,1,-,-,-,-,-,-,-,3
S00111384,31,14,2,3,5,1,1,1,2,2,-,29
S00111385,33,23,-,3,4,2,-,1,-,-,-,13
S00111386,31,23,1,1,2,1,2,1,-,-,-,12
S00111387,43,17,4,4,6,4,6,1,1,-,-,39
S00111388,43,29,1,1,4,4,3,-,1,-,-,23
S00111389,41,16,8,2,1,6,5,1,2,-,-,41
S00111390,59,27,6,9,2,6,3,1,3,2,-,58
S00111391,23,13,1,-,1,2,1,1,3,1,-,25
S00111392,20,18,-,-,2,-,-,-,-,-,-,2
S00111393,36,21,3,3,5,-,1,2,1,-,-,21
S00111394,45,24,-,2,3,3,4,4,3,2,-,42
S00111395,42,28,-,1,3,3,3,2,1,-,1,26
S00111396,31,20,-,1,6,2,-,-,1,-,1,17
S00111397,48,35,1,2,3,-,1,4,-,2,-,22
S00111398,28,11,1,-,4,4,4,2,1,1,-,31
S00111399,23,19,1,-,2,-,-,-,1,-,-,6
S00111400,47,26,3,3,2,6,4,1,-,2,-,36
S00111401,31,17,1,1,3,5,2,1,1,-,-,25
S00111402,25,16,1,-,1,2,2,1,2,-,-,18
S00111403,30,21,1,-,6,-,1,1,-,-,-,11
S00111404,20,11,1,2,5,-,-,1,-,-,-,10
S00111405,45,29,2,-,4,3,4,2,-,1,-,28
S00111406,47,38,1,-,2,1,3,1,-,1,-,17
S00111407,70,32,4,4,7,10,6,7,-,-,-,62
S00111408,31,7,3,-,4,4,4,1,8,-,-,50
S00111409,21,13,2,3,2,-,-,-,1,-,-,10
S00111410,28,17,3,1,-,1,3,1,-,2,-,20
S00111411,26,15,2,1,3,3,1,1,-,-,-,16
S00111412,61,42,2,1,7,2,3,4,-,-,-,28
S00111413,23,18,1,-,1,1,1,-,-,1,-,10
S00111414,29,23,3,-,2,-,1,-,-,-,-,7
S00111415,58,31,3,4,7,3,6,3,1,-,-,42
S00111416,28,18,2,1,3,1,3,-,-,-,-,14
S00111417,18,11,-,2,-,-,2,-,3,-,-,15
S00111418,33,18,2,3,5,2,1,1,-,1,-,21
S00111419,19,11,1,2,1,1,1,1,-,-,1,13
S00111420,41,26,1,1,4,3,2,1,3,-,-,28
S00111421,22,18,-,1,-,-,1,1,1,-,-,8
S00111422,29,18,1,1,2,1,2,1,1,2,-,21
S00111423,26,14,1,2,2,1,3,1,-,2,-,21
S00111424,34,9,4,1,4,2,3,3,7,1,-,51
S00111425,36,21,2,1,5,2,1,1,2,1,-,26
S00111426,30,15,5,3,3,3,-,-,1,-,-,22
S00111427,24,12,3,1,4,1,1,1,-,1,-,17
S00111428,23,15,2,1,3,-,-,1,-,1,-,11
S00111429,22,13,1,1,4,1,2,-,-,-,-,12
S00111430,44,29,2,2,3,5,3,-,-,-,-,23
S00111431,31,22,-,1,1,-,3,1,2,1,-,19
S00111432,19,10,3,-,1,-,1,2,-,2,-,16
S00111433,35,32,1,-,-,-,1,-,1,-,-,6
S00111434,25,21,-,1,-,1,1,-,1,-,-,9
S00111435,28,16,-,4,3,-,2,1,1,1,-,25
S00111436,42,19,4,4,3,4,3,2,2,1,-,39
S00111437,61,31,3,2,5,4,11,4,-,1,-,51
S00111438,44,33,3,3,1,-,-,1,3,-,-,20
S00111439,24,8,1,1,1,3,6,-,-,4,-,34
S00111440,21,13,-,1,4,1,1,1,-,-,-,11
S00111441,20,18,-,1,-,-,1,-,-,-,-,3
S00111442,20,15,-,1,2,-,-,2,-,-,-,10
S00111443,33,25,-,2,2,-,-,-,2,1,1,16
S00111444,42,26,3,-,4,2,5,1,1,-,-,26
S00111445,27,22,-,-,2,-,3,-,-,-,-,8
S00111446,24,17,-,1,3,1,1,1,-,-,-,10
S00111447,23,15,-,-,3,1,2,2,-,-,-,13
S00111448,46,20,4,4,3,5,4,4,-,1,1,43
S00111449,39,21,3,-,2,2,5,2,3,-,1,36
S00111450,16,13,-,2,-,-,1,-,-,-,-,4
S00111451,22,12,2,1,2,1,3,-,-,1,-,16
S00111452,42,28,1,1,7,-,3,2,-,-,-,19
S00111453,32,21,1,3,4,1,1,-,1,-,-,15
S00111454,26,18,2,1,2,-,-,1,1,1,-,14
S00111455,44,24,2,2,6,1,3,3,1,1,1,33
S00111456,55,42,1,2,4,1,2,1,2,-,-,21
S00111457,19,13,1,-,1,2,2,-,-,-,-,10
S00111458,29,22,-,-,1,2,2,2,-,-,-,13
S00111459,25,18,4,1,-,2,-,-,-,-,-,9
S00111460,24,13,3,-,3,2,-,1,1,1,-,21
S00111461,32,19,-,2,5,-,4,1,1,-,-,20
S00111462,45,17,2,3,5,4,3,3,5,3,-,56
S00111463,16,8,1,1,3,2,-,-,-,1,-,12
S00111464,36,20,1,-,6,2,2,4,1,-,-,27
S00111465,26,16,1,2,1,2,1,-,2,1,-,21
S00111466,53,42,1,2,3,4,-,-,1,-,-,18
S00111467,30,24,1,1,-,-,3,1,-,-,-,10
S00111468,36,28,1,1,1,-,4,-,-,1,-,16
S00111469,26,19,-,-,1,1,3,2,-,-,-,13
S00111470,13,11,-,-,1,-,-,-,1,-,-,5
S00111471,25,15,1,2,3,1,1,2,-,-,-,15
S00111472,38,32,-,-,2,1,2,-,-,1,-,11
S00111473,54,32,2,4,6,2,4,3,1,-,-,33
S00111474,20,13,1,2,2,-,-,2,-,-,-,9
S00111475,20,10,2,-,4,1,1,1,-,1,-,15
S00111476,15,8,1,3,1,1,1,-,-,-,-,9
S00111477,21,15,1,-,4,1,-,-,-,-,-,7
S00111478,48,5,8,4,2,15,6,2,6,-,-,78
S00111479,19,16,-,1,-,1,-,1,-,-,-,5
S00111480,50,36,3,3,6,1,-,-,-,1,-,17
S00111481,35,21,1,2,3,3,2,2,-,1,-,23
S00111482,13,10,1,1,-,-,1,-,-,-,-,4
S00111483,8,7,1,-,-,-,-,-,-,-,-,1
S00111484,34,13,1,3,6,1,5,3,1,1,-,35
S00111485,15,9,-,-,3,-,-,1,1,-,1,12
S00111486,30,16,3,1,5,1,1,2,-,-,1,20
S00111487,18,11,1,2,1,2,-,-,-,1,-,11
S00111488,22,14,1,-,3,1,1,1,1,-,-,13
S00111489,21,15,1,-,2,2,1,-,-,-,-,9
S00111490,40,28,1,2,4,1,2,1,-,1,-,19
S00111491,48,17,3,3,7,1,5,1,9,2,-,75
S00111492,36,18,2,4,7,3,-,1,-,-,1,24
S00111493,41,32,1,1,2,-,-,2,2,1,-,17
S00111494,22,11,-,-,3,3,1,-,2,2,-,23
S00111495,17,12,-,1,-,2,1,-,1,-,-,10
S00111496,27,16,-,1,2,1,-,4,1,2,-,23
S00111497,29,21,2,-,3,1,-,1,-,1,-,12
S00111498,33,23,-,3,2,-,3,2,-,-,-,15
S00111499,42,27,1,1,7,2,1,1,-,2,-,25
S00111500,49,31,2,1,2,4,3,5,1,-,-,32
S00111501,28,18,1,2,1,-,1,3,-,1,1,19
S00111502,41,25,1,4,2,2,2,2,2,1,-,28
S00111503,27,21,3,-,-,-,3,-,-,-,-,9
S00111504,34,26,1,2,2,-,-,2,-,1,-,12
S00111505,36,24,2,-,7,1,-,2,-,-,-,15
S00111506,31,26,2,-,1,-,-,2,-,-,-,7
S00111507,42,31,-,2,2,2,1,1,2,1,-,21
S00111508,50,34,2,2,2,4,-,2,2,1,1,30
S00111509,35,25,-,1,1,1,3,4,-,-,-,20
S00111510,26,13,3,-,3,1,1,3,1,1,-,22
S00111511,54,32,2,1,7,1,6,2,1,2,-,38
S00111512,30,12,2,3,4,2,3,3,1,-,-,29
S00111513,22,18,-,-,3,-,1,-,-,-,-,5
S00111514,41,16,12,4,1,5,1,-,2,-,-,37
S00111515,58,19,8,4,3,10,5,1,7,1,-,72
S00111516,63,20,7,6,9,8,7,3,1,2,-,71
S00111517,73,30,11,2,4,12,5,2,5,2,-,84
S00111518,32,17,8,1,1,2,1,-,1,1,-,22
S00111519,64,23,4,4,10,5,7,3,4,4,-,75
S00111520,41,15,2,4,4,4,3,3,2,3,1,50
S00111521,50,37,-,1,5,1,2,3,-,1,-,21
S00111522,25,15,1,1,3,-,-,1,2,1,1,19
S00111523,29,18,1,1,4,2,1,1,-,1,-,17
S00111524,43,29,1,-,6,-,5,-,1,-,1,23
S00111525,26,17,1,-,4,1,1,1,-,-,1,15
S00111526,57,37,4,3,3,3,4,3,-,-,-,31
S00111527,29,7,1,2,3,6,8,2,-,-,-,38
S00111528,36,26,1,-,6,1,-,-,1,-,1,17
S00111529,38,23,1,3,1,5,2,1,1,-,1,27
S00111530,44,21,7,2,4,5,2,-,3,-,-,36
S00111531,43,29,1,1,2,5,4,1,-,-,-,24
S00111532,14,7,1,-,2,1,1,1,1,-,-,12
S00111533,21,16,-,3,1,1,-,-,-,-,-,6
S00111534,33,14,5,1,3,2,5,1,1,1,-,31
S00111535,36,20,3,1,2,3,4,2,-,1,-,29
S00111536,27,18,-,1,1,1,1,3,1,1,-,18
S00111537,31,23,1,1,3,1,1,1,-,-,-,11
S00111538,26,15,-,2,2,1,3,2,-,1,-,19
S00111539,17,11,-,-,3,-,2,-,1,-,-,10
S00111540,29,24,-,1,1,1,1,1,-,-,-,8
S00111541,45,27,4,1,2,-,2,3,2,4,-,36
S00111542,24,17,1,1,4,1,-,-,-,-,-,8
S00111543,14,8,3,-,-,-,1,2,-,-,-,9
S00111544,31,19,2,-,3,-,1,2,1,2,1,28
S00111545,41,27,2,3,2,2,3,1,-,1,-,22
S00111546,14,10,-,1,2,1,-,-,-,-,-,5
S00111547,28,15,1,-,4,1,2,2,1,2,-,24
S00111548,25,13,5,-,2,-,2,-,1,1,1,20
S00111549,43,28,3,2,3,-,2,1,3,-,1,28
S00111550,43,26,1,1,2,-,6,2,5,-,-,35
S00111551,38,23,2,3,4,1,1,2,2,-,-,24
S00111552,27,22,1,1,2,1,-,-,-,-,-,6
S00111553,23,15,-,2,1,4,1,-,-,-,-,13
S00111554,22,11,2,-,3,2,2,1,-,1,-,18
S00111555,28,16,2,3,1,2,2,2,-,-,-,18
S00111556,35,17,1,1,4,2,2,1,2,4,1,41
S00111557,54,34,2,-,4,2,5,4,3,-,-,37
S00111558,29,17,4,3,-,1,4,-,-,-,-,17
S00111559,16,4,1,3,-,1,3,2,1,1,-,26
S00111560,21,14,-,-,4,1,2,-,-,-,-,10
S00111561,33,22,1,-,3,2,2,1,2,-,-,20
S00111562,32,19,4,2,1,3,1,-,2,-,-,21
S00111563,25,17,1,3,1,2,1,-,-,-,-,11
S00111564,44,18,2,5,6,1,5,4,2,1,-,42
S00111565,29,6,1,-,2,2,4,8,4,2,-,50
S00111566,36,23,2,-,5,2,2,2,-,-,-,20
S00111567,22,16,3,-,1,-,1,1,-,-,-,8
S00111568,21,9,-,2,3,3,2,1,1,-,-,20
S00111569,49,33,1,2,3,3,2,1,2,2,-,30
S00111570,25,14,2,3,1,-,3,1,-,1,-,17
S00111571,35,16,5,1,5,3,2,1,-,2,-,29
S00111572,38,21,1,3,4,4,2,2,-,1,-,27
S00111573,26,15,1,2,3,1,2,-,1,-,1,18
S00111574,34,20,4,3,2,1,3,1,-,-,-,19
S00111575,20,10,3,1,3,1,1,-,-,-,1,14
S00111576,23,4,8,2,3,1,3,1,-,1,-,27
S00111577,25,9,4,1,3,1,2,3,2,-,-,26
S00111578,38,17,2,3,4,2,6,2,1,1,-,35
S00111579,28,19,1,1,4,3,-,-,-,-,-,12
S00111580,40,27,4,-,1,5,1,1,-,1,-,22
S00111581,26,19,2,1,1,3,-,-,-,-,-,10
S00111582,61,27,5,5,10,5,9,-,-,-,-,48
S00111583,28,24,-,1,-,1,1,-,1,-,-,9
S00111584,25,18,1,-,2,-,2,-,2,-,-,13
S00111585,23,13,2,2,2,1,2,-,1,-,-,15
S00111586,22,11,-,-,-,2,6,1,-,2,-,24
S00111587,18,12,1,-,1,2,-,1,1,-,-,11
S00111588,29,20,-,1,3,1,2,2,-,-,-,14
S00111589,41,30,4,1,2,-,1,2,-,1,-,18
S00111590,44,30,-,5,3,3,1,1,-,1,-,22
S00111591,13,6,2,1,2,1,1,-,-,-,-,9
S00111592,25,16,3,3,-,2,1,-,-,-,-,12
S00111593,17,12,1,1,3,-,-,-,-,-,-,5
S00111594,14,14,-,-,-,-,-,-,-,-,-,-
S00111595,8,8,-,-,-,-,-,-,-,-,-,-
S00111596,10,10,-,-,-,-,-,-,-,-,-,-
S00111597,10,9,-,-,-,1,-,-,-,-,-,2
S00111598,25,8,5,3,-,3,-,1,3,2,-,31
S00111599,41,19,5,3,5,2,-,2,3,2,-,38
S00111600,11,4,1,-,1,4,1,-,-,-,-,12
S00111601,18,14,1,1,1,-,-,1,-,-,-,5
S00111602,10,8,2,-,-,-,-,-,-,-,-,2
S00111603,33,11,2,2,1,6,4,2,4,1,-,46
S00111604,23,14,1,-,2,4,-,1,1,-,-,18
S00111605,40,24,2,3,1,3,1,1,5,-,-,33
S00111606,22,18,-,1,1,-,-,2,-,-,-,8
S00111607,45,35,1,1,6,2,-,-,-,-,-,12
S00111608,23,13,1,3,3,-,-,-,2,-,1,16
S00111609,25,20,2,-,1,1,-,-,1,-,-,8
S00111610,37,9,5,5,8,5,4,-,-,1,-,39
S00111611,28,20,3,1,2,1,1,-,-,-,-,10
S00111612,42,19,5,3,8,2,3,1,-,1,-,31
S00111613,18,13,1,1,2,-,-,-,1,-,-,7
S00111614,31,20,3,-,2,1,1,-,4,-,-,21
S00111615,27,15,4,-,4,1,1,-,2,-,-,18
S00111616,62,46,2,4,3,-,3,-,4,-,-,28
S00111617,20,8,1,-,4,1,2,2,1,1,-,21
S00111618,23,13,4,1,3,-,-,-,1,1,-,15
S00111619,35,19,1,2,3,1,4,2,3,-,-,31
S00111620,17,7,-,2,2,2,-,-,2,2,-,20
S00111621,44,22,1,5,7,1,1,2,3,1,1,39
S00111622,17,8,1,1,2,3,2,-,-,-,-,14
S00111623,24,14,2,2,2,2,-,1,-,1,-,15
S00111624,24,7,1,-,3,1,4,3,3,1,1,39
S00111625,46,14,8,2,5,2,7,1,4,2,1,61
S00111626,20,8,4,1,4,1,1,-,-,1,-,16
S00111627,35,19,2,1,-,5,3,2,1,2,-,32
S00111628,38,19,3,5,4,2,2,2,1,-,-,27
S00111629,30,22,-,3,-,2,1,-,-,2,-,15
S00111630,24,17,-,1,-,-,3,2,-,-,1,14
S00111631,22,12,3,2,2,-,2,-,1,-,-,14
S00111632,33,22,2,4,-,2,-,-,-,3,-,20
S00111633,30,24,-,-,3,-,2,1,-,-,-,9
S00111634,46,35,2,2,3,2,1,1,-,-,-,15
S00111635,11,7,1,1,1,1,-,-,-,-,-,5
S00111636,43,16,4,1,5,3,5,2,2,5,-,53
S00111637,38,24,-,1,9,-,3,-,-,1,-,19
S00111638,26,17,2,1,1,1,3,-,-,1,-,15
S00111639,22,14,2,1,2,2,1,-,-,-,-,11
S00111640,36,26,2,-,3,1,2,1,-,1,-,16
S00111641,22,6,6,3,3,3,-,-,-,-,1,21
S00111642,40,18,4,3,1,4,5,2,3,-,-,42
S00111643,24,14,-,2,3,2,2,-,-,1,-,16
S00111644,63,35,2,5,5,4,6,3,2,-,1,47
S00111645,51,27,6,1,3,8,4,-,2,-,-,41
S00111646,58,28,5,1,5,2,8,4,3,2,-,57
S00111647,49,28,5,-,3,8,4,1,-,-,-,35
S00111648,53,25,3,2,5,5,8,3,1,1,-,49
S00111649,29,17,-,2,2,4,1,2,1,-,-,21
S00111650,46,15,6,-,3,11,4,3,-,3,1,57
S00111651,61,27,2,4,8,8,7,1,3,1,-,58
S00111652,68,35,5,5,4,5,9,4,1,-,-,53
S00111653,27,12,4,-,3,5,2,-,1,-,-,24
S00111654,55,22,4,3,4,7,5,1,2,5,2,64
S00111655,69,34,10,5,6,9,2,2,1,-,-,50
S00111656,33,12,2,1,1,5,8,-,3,1,-,43
S00111657,76,19,5,4,4,18,14,-,8,3,1,115
S00111658,22,16,3,1,2,-,-,-,-,-,-,6
S00111659,30,15,7,2,2,1,-,2,1,-,-,20
S00111660,35,13,9,2,4,4,1,-,1,1,-,31
S00111661,43,15,3,3,2,6,11,-,3,-,-,52
S00111662,54,22,8,3,3,5,7,-,5,1,-,56
S00111663,33,16,5,1,2,4,2,1,1,1,-,28
S00111664,51,18,6,1,8,5,5,1,5,2,-,58
S00111665,45,21,4,3,3,6,1,1,5,1,-,48
S00111666,70,20,10,4,6,16,5,1,6,2,-,90
S00111667,63,34,8,5,1,7,4,1,2,1,-,47
S00111668,66,31,8,6,6,5,2,2,3,2,1,57
S00111669,40,21,7,-,1,5,2,1,3,-,-,33
S00111670,46,21,1,5,4,2,7,-,4,2,-,48
S00111671,54,18,4,8,4,7,5,4,-,4,-,63
S00111672,64,21,8,5,3,9,9,4,4,1,-,75
S00111673,52,14,5,7,4,7,8,3,2,2,-,64
S00111674,46,10,7,3,4,8,7,2,5,-,-,74
S00111675,63,25,8,2,6,8,6,1,3,3,1,70
S00111676,35,30,3,-,-,1,1,-,-,-,-,7
S00111677,47,14,4,3,2,13,5,2,3,1,-,63
S00111678,50,25,5,4,1,6,3,-,4,2,-,48
S00111679,58,23,7,5,2,9,5,2,5,-,-,62
S00111680,39,11,4,2,3,7,8,2,1,1,-,49
S00111681,38,16,4,1,5,3,6,2,1,-,-,37
S00111682,48,18,8,1,1,5,7,3,3,2,-,55
S00111683,58,14,5,5,4,14,8,5,3,-,-,77
S00111684,51,20,5,4,2,8,4,1,6,1,-,62
S00111685,62,20,6,8,4,13,1,1,6,2,1,77
S00111686,26,7,4,3,3,5,3,1,-,-,-,29
S00111687,81,28,7,1,9,12,8,2,10,4,-,107
S00111688,45,20,7,-,4,8,3,-,2,1,-,43
S00111689,24,16,1,-,3,1,1,1,-,1,-,13
S00111690,68,22,10,1,4,15,8,3,3,1,1,84
S00111691,68,22,7,5,4,10,11,2,5,2,-,86
S00111692,51,13,8,5,5,12,5,1,2,-,-,61
S00111693,83,44,10,2,6,12,3,1,3,1,1,66
S00111694,62,25,2,4,5,7,14,2,-,3,-,66
S00111695,62,38,2,1,5,3,5,6,-,1,1,42
S00111696,24,15,1,-,2,-,3,2,-,1,-,16
S00111697,42,31,-,1,-,1,3,3,-,3,-,25
S00111698,51,42,-,-,2,1,3,2,-,1,-,17
S00111699,19,11,1,-,2,3,-,2,-,-,-,13
S00111700,37,33,1,-,1,-,-,2,-,-,-,6
S00111701,35,23,2,3,3,3,1,-,-,-,-,16
S00111702,49,32,1,2,2,5,3,3,-,1,-,31
S00111703,27,11,-,2,3,4,2,1,3,1,-,32
S00111704,52,44,2,3,1,2,-,-,-,-,-,10
S00111705,33,20,2,1,1,1,2,4,1,1,-,25
S00111706,36,29,2,-,2,-,1,-,-,2,-,12
S00111707,32,14,2,4,1,4,6,1,-,-,-,29
S00111708,19,13,1,1,-,2,1,1,-,-,-,10
S00111709,42,28,4,3,3,2,1,1,-,-,-,18
S00111710,48,20,4,3,10,2,3,3,2,1,-,44
S00111711,35,21,1,1,3,4,1,3,-,1,-,26
S00111712,68,22,5,5,7,9,12,3,3,2,-,81
S00111713,32,11,4,-,5,5,4,-,1,2,-,37
S00111714,65,27,5,2,6,4,8,3,7,3,-,82
S00111715,30,24,1,1,1,-,1,1,1,-,-,10
S00111716,61,39,1,1,5,2,5,5,2,1,-,42
S00111717,61,36,6,3,6,1,5,2,2,-,-,37
S00111718,29,20,2,3,-,1,1,1,1,-,-,16
S00111719,34,22,-,3,2,2,1,3,-,-,1,20
S00111720,37,22,1,2,3,1,4,1,1,2,-,28
S00111721,28,18,1,1,4,1,1,1,1,-,-,15
S00111722,32,14,1,1,7,4,4,-,1,-,-,28
S00111723,31,25,-,-,3,-,1,-,2,-,-,11
S00111724,27,17,1,3,2,-,2,1,1,-,-,16
S00111725,31,23,1,1,1,2,2,-,1,-,-,14
S00111726,24,21,1,-,-,1,-,1,-,-,-,5
S00111727,40,24,2,5,4,1,1,1,2,-,-,26
S00111728,28,20,1,1,2,-,1,2,1,-,-,13
S00111729,33,22,1,-,2,5,1,-,1,1,-,22
S00111730,47,20,1,2,5,7,2,2,4,3,1,54
S00111731,23,6,1,1,4,3,4,1,-,2,1,31
S00111732,46,7,3,3,9,4,12,4,-,4,-,67
S00111733,26,13,4,2,3,-,1,1,-,2,-,19
S00111734,26,19,2,-,-,2,2,-,1,-,-,13
S00111735,21,10,8,-,1,1,1,-,-,-,-,13
S00111736,40,25,5,4,-,3,2,-,1,-,-,22
S00111737,47,19,2,5,8,3,7,-,2,1,-,44
S00111738,61,26,5,4,9,3,6,5,2,1,-,58
S00111739,70,46,3,-,5,3,5,3,3,2,-,45
S00111740,30,22,-,-,2,-,2,3,1,-,-,15
S00111741,41,26,2,-,2,1,3,2,1,3,1,32
S00111742,37,22,-,3,-,3,5,2,-,2,-,29
S00111743,25,20,1,-,2,2,-,-,-,-,-,7
S00111744,62,26,4,1,9,7,5,8,2,-,-,60
S00111745,63,31,5,4,6,2,6,3,-,5,1,58
S00111746,20,18,-,-,-,-,2,-,-,-,-,4
S00111747,31,22,2,-,2,1,2,1,1,-,-,15
S00111748,35,28,2,-,3,1,1,-,-,-,-,9
S00111749,31,22,-,-,1,2,2,-,1,3,-,22
S00111750,52,40,1,2,3,2,3,1,-,-,-,18
S00111751,38,20,1,5,1,2,3,2,-,4,-,33
S00111752,22,10,4,3,-,1,2,1,-,1,-,18
S00111753,19,8,2,-,-,2,2,1,2,2,-,27
S00111754,37,30,1,-,4,-,2,-,-,-,-,9
S00111755,30,16,3,3,-,1,1,3,2,1,-,25
S00111756,54,27,9,2,4,5,4,1,2,-,-,41
S00111757,37,22,3,2,2,2,1,1,4,-,-,28
S00111758,33,23,1,-,3,3,1,-,1,1,-,20
S00111759,28,17,4,3,2,1,1,-,-,-,-,13
S00111760,37,17,9,2,3,4,-,-,2,-,-,30
S00111761,43,33,1,1,5,1,1,1,-,-,-,13
S00111762,19,15,1,2,-,1,-,-,-,-,-,5
S00111763,49,36,-,-,1,4,2,2,-,4,-,29
S00111764,31,18,1,1,2,1,4,2,-,2,-,24
S00111765,28,11,5,2,2,3,3,-,1,1,-,28
S00111766,18,14,2,-,-,1,1,-,-,-,-,7
S00111767,32,20,-,1,2,1,2,2,-,4,-,27
S00111768,41,30,-,3,2,1,4,-,1,-,-,19
S00111769,38,18,6,2,3,6,2,-,1,-,-,31
S00111770,25,14,3,1,1,2,2,-,2,-,-,20
S00111771,18,11,4,1,-,-,-,1,1,-,-,10
S00111772,55,24,5,2,3,3,8,3,4,2,1,64
S00111773,36,20,1,3,5,2,4,-,1,-,-,25
S00111774,29,16,3,4,2,1,1,1,-,-,1,18
S00111775,20,12,-,1,4,2,-,-,1,-,-,13
S00111776,18,8,5,-,3,1,-,-,1,-,-,13
S00111777,30,16,3,5,2,1,3,-,-,-,-,18
S00111778,20,15,2,-,1,-,2,-,-,-,-,7
S00111779,26,15,-,7,1,-,2,1,-,-,-,14
S00111780,42,22,1,1,4,5,4,1,2,2,-,39
S00111781,31,14,5,2,2,3,2,1,1,1,-,29
S00111782,44,25,3,3,3,4,2,3,-,1,-,30
S00111783,31,18,3,2,3,1,2,1,-,1,-,20
S00111784,37,17,5,5,3,2,1,2,1,1,-,29
S00111785,22,12,5,2,1,1,-,-,1,-,-,13
S00111786,51,34,5,3,2,2,1,2,1,1,-,26
S00111787,33,21,-,1,2,5,1,1,1,1,-,25
S00111788,26,8,-,2,1,6,3,1,4,1,-,38
S00111789,20,5,1,4,4,1,1,2,1,1,-,23
S00111790,42,29,2,2,4,1,-,3,1,-,-,19
S00111791,37,26,3,-,2,3,1,1,1,-,-,19
S00111792,35,25,1,2,5,-,-,1,1,-,-,14
S00111793,23,15,-,1,2,1,2,2,-,-,-,13
S00111794,46,31,-,2,6,2,2,2,-,1,-,23
S00111795,21,9,3,1,2,1,1,-,4,-,-,25
S00111796,20,8,7,3,1,1,-,-,-,-,-,13
S00111797,47,24,3,5,6,-,6,3,-,-,-,33
S00111798,29,15,7,1,1,-,2,1,2,-,-,21
S00111799,26,16,4,-,2,-,1,1,1,1,-,16
S00111800,25,12,3,2,1,4,2,1,-,-,-,20
S00111801,43,12,4,9,4,7,3,1,2,1,-,48
S00111802,30,19,1,-,3,5,1,-,1,-,-,19
S00111803,41,32,2,1,1,1,2,-,1,1,-,16
S00111804,24,13,3,2,2,1,1,1,1,-,-,16
S00111805,12,6,2,1,1,1,-,-,1,-,-,9
S00111806,15,10,3,1,-,1,-,-,-,-,-,6
S00111807,25,16,-,2,3,-,2,1,1,-,-,17
S00111808,13,9,2,1,1,-,-,-,-,-,-,4
S00111809,31,15,-,2,5,2,5,1,1,-,-,26
S00111810,74,37,6,3,12,6,5,4,-,1,-,54
S00111811,32,24,3,3,1,-,1,-,-,-,-,9
S00111812,68,34,3,6,5,6,1,3,4,6,-,64
S00111813,56,24,4,5,3,7,6,-,4,3,-,63
S00111814,6,6,-,-,-,-,-,-,-,-,-,-
