oa_code,All people aged 16 to 74 in employment,All people: Part-time: 15 hours or less,All people: Part-time: 16 to 30 hours,All people: Full-time: 31 to 48 hours,All people: Full-time: 49 hours or more,All males aged 16 to 74 in employment,All males: Part-time: 15 hours or less,All males: Part-time: 16 to 30 hours,All males: Full-time: 31 to 48 hours,All males: Full-time: 49 hours or more,All females aged 16 to 74 in employment,All females: Part-time: 15 hours or less,All females: Part-time: 16 to 30 hours,All females: Full-time: 31 to 48 hours,All females: Full-time: 49 hours or more
S00089323,37,1,7,28,1,20,1,2,17,-,17,-,5,11,1
S00089324,36,4,6,18,8,19,1,-,12,6,17,3,6,6,2
S00089325,51,3,8,31,9,27,-,1,18,8,24,3,7,13,1
S00089326,59,4,9,41,5,31,1,1,24,5,28,3,8,17,-
S00089327,52,7,8,29,8,28,2,4,16,6,24,5,4,13,2
S00089328,44,8,9,20,7,20,4,-,9,7,24,4,9,11,-
S00089329,45,6,13,21,5,19,2,-,13,4,26,4,13,8,1
S00089330,69,7,14,35,13,42,2,4,25,11,27,5,10,10,2
S00089331,73,7,15,38,13,39,1,1,26,11,34,6,14,12,2
S00089332,97,11,15,61,10,49,-,-,41,8,48,11,15,20,2
S00089333,88,10,20,46,12,42,1,3,27,11,46,9,17,19,1
S00089334,71,7,15,32,17,35,1,2,20,12,36,6,13,12,5
S00089335,83,5,12,58,8,41,-,3,31,7,42,5,9,27,1
S00089336,52,5,6,37,4,27,2,2,19,4,25,3,4,18,-
S00089337,30,1,3,22,4,15,1,-,10,4,15,-,3,12,-
S00089338,76,4,15,48,9,37,1,2,27,7,39,3,13,21,2
S00089339,68,9,12,36,11,39,3,2,25,9,29,6,10,11,2
S00089340,47,6,5,24,12,24,-,1,15,8,23,6,4,9,4
S00089341,39,4,7,26,2,19,2,3,12,2,20,2,4,14,-
S00089342,7,1,1,5,-,4,1,-,3,-,3,-,1,2,-
S00089343,46,1,4,37,4,25,-,1,22,2,21,1,3,15,2
S00089344,33,1,7,20,5,16,1,-,10,5,17,-,7,10,-
S00089345,61,2,9,38,12,36,1,3,23,9,25,1,6,15,3
S00089346,82,6,10,55,11,48,2,3,34,9,34,4,7,21,2
S00089347,57,4,12,30,11,30,-,2,17,11,27,4,10,13,-
S00089348,49,5,9,28,7,26,2,1,16,7,23,3,8,12,-
S00089349,49,5,12,23,9,24,1,3,13,7,25,4,9,10,2
S00089350,65,5,11,38,11,34,2,2,22,8,31,3,9,16,3
S00089351,86,7,14,45,20,54,2,3,34,15,32,5,11,11,5
S00089352,68,7,13,30,18,41,2,4,18,17,27,5,9,12,1
S00089353,59,3,13,34,9,28,1,4,16,7,31,2,9,18,2
S00089354,42,1,12,26,3,19,1,2,13,3,23,-,10,13,-
S00089355,88,8,20,45,15,49,3,4,30,12,39,5,16,15,3
S00089356,40,2,7,26,5,24,-,2,17,5,16,2,5,9,-
S00089357,64,10,15,29,10,37,5,5,17,10,27,5,10,12,-
S00089358,42,3,9,23,7,21,-,3,13,5,21,3,6,10,2
S00089359,53,6,13,27,7,27,3,2,16,6,26,3,11,11,1
S00089360,59,1,10,36,12,36,-,2,24,10,23,1,8,12,2
S00089361,64,10,13,37,4,28,4,2,18,4,36,6,11,19,-
S00089362,26,3,5,15,3,15,1,1,10,3,11,2,4,5,-
S00089363,40,3,7,25,5,20,1,2,12,5,20,2,5,13,-
S00089364,59,5,7,44,3,39,1,5,30,3,20,4,2,14,-
S00089365,85,4,8,71,2,50,1,6,41,2,35,3,2,30,-
S00089366,69,5,13,44,7,41,1,6,29,5,28,4,7,15,2
S00089367,50,5,11,29,5,28,-,-,23,5,22,5,11,6,-
S00089368,39,1,6,23,9,23,-,2,16,5,16,1,4,7,4
S00089369,79,6,8,56,9,53,4,7,36,6,26,2,1,20,3
S00089370,50,6,9,26,9,29,2,3,18,6,21,4,6,8,3
S00089371,65,8,5,44,8,39,7,1,25,6,26,1,4,19,2
S00089372,35,-,8,26,1,15,-,2,12,1,20,-,6,14,-
S00089373,67,3,7,40,17,43,1,3,26,13,24,2,4,14,4
S00089374,36,5,4,25,2,18,1,1,14,2,18,4,3,11,-
S00089375,55,5,7,36,7,28,-,-,22,6,27,5,7,14,1
S00089376,54,6,15,26,7,24,-,3,15,6,30,6,12,11,1
S00089377,31,2,4,20,5,18,-,3,10,5,13,2,1,10,-
S00089378,49,5,7,32,5,21,2,-,15,4,28,3,7,17,1
S00089379,81,6,18,45,12,44,1,5,28,10,37,5,13,17,2
S00089380,86,14,14,50,8,46,3,3,33,7,40,11,11,17,1
S00089381,45,8,4,23,10,24,3,-,11,10,21,5,4,12,-
S00089382,48,2,11,31,4,24,-,3,18,3,24,2,8,13,1
S00089383,57,2,6,36,13,33,1,-,23,9,24,1,6,13,4
S00089384,59,6,10,32,11,35,4,1,23,7,24,2,9,9,4
S00089385,75,7,15,40,13,38,1,5,23,9,37,6,10,17,4
S00089386,87,12,16,45,14,51,2,5,30,14,36,10,11,15,-
S00089387,61,8,6,36,11,36,2,-,26,8,25,6,6,10,3
S00089388,82,6,16,48,12,45,3,1,33,8,37,3,15,15,4
S00089389,42,4,6,24,8,23,3,2,11,7,19,1,4,13,1
S00089390,41,3,5,27,6,23,1,1,16,5,18,2,4,11,1
S00089391,50,1,11,33,5,24,-,3,17,4,26,1,8,16,1
S00089392,33,3,6,23,1,13,-,1,11,1,20,3,5,12,-
S00089393,39,3,9,23,4,14,-,1,9,4,25,3,8,14,-
S00089394,21,2,3,12,4,16,-,1,12,3,5,2,2,-,1
S00089395,49,5,7,36,1,23,1,-,21,1,26,4,7,15,-
S00089396,33,5,7,18,3,21,4,3,11,3,12,1,4,7,-
S00089397,53,5,10,25,13,27,4,1,13,9,26,1,9,12,4
S00089398,47,2,10,26,9,27,-,3,16,8,20,2,7,10,1
S00089399,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-
S00089400,52,2,9,36,5,30,1,2,23,4,22,1,7,13,1
S00089401,32,1,9,20,2,17,1,1,13,2,15,-,8,7,-
S00089402,34,3,6,24,1,17,2,1,13,1,17,1,5,11,-
S00089403,44,7,7,21,9,24,1,2,12,9,20,6,5,9,-
S00089404,50,9,8,30,3,26,4,3,18,1,24,5,5,12,2
S00089405,55,6,11,28,10,32,2,3,18,9,23,4,8,10,1
S00089406,76,9,13,41,13,45,3,-,30,12,31,6,13,11,1
S00089407,55,7,10,31,7,30,2,4,20,4,25,5,6,11,3
S00089408,57,4,9,32,12,30,2,-,17,11,27,2,9,15,1
S00089409,59,8,8,34,9,32,2,4,20,6,27,6,4,14,3
S00089410,67,8,19,27,13,32,1,2,16,13,35,7,17,11,-
S00089411,51,7,7,25,12,29,2,1,15,11,22,5,6,10,1
S00089412,75,8,16,39,12,44,3,3,28,10,31,5,13,11,2
S00089413,95,13,15,52,15,51,7,2,29,13,44,6,13,23,2
S00089414,32,1,8,19,4,14,-,2,10,2,18,1,6,9,2
S00089415,51,5,13,25,8,28,1,4,18,5,23,4,9,7,3
S00089416,88,12,23,38,15,45,1,5,28,11,43,11,18,10,4
S00089417,62,4,20,29,9,37,1,5,23,8,25,3,15,6,1
S00089418,55,3,12,30,10,29,1,2,17,9,26,2,10,13,1
S00089419,58,3,9,36,10,30,1,2,19,8,28,2,7,17,2
S00089420,80,10,17,42,11,43,4,2,27,10,37,6,15,15,1
S00089421,87,10,15,52,10,48,4,2,33,9,39,6,13,19,1
S00089422,45,1,8,29,7,24,-,-,18,6,21,1,8,11,1
S00089423,81,10,14,45,12,41,-,2,31,8,40,10,12,14,4
S00089424,76,15,15,31,15,41,3,5,19,14,35,12,10,12,1
S00089425,99,9,11,55,24,61,3,3,34,21,38,6,8,21,3
S00089426,95,8,13,43,31,64,3,2,32,27,31,5,11,11,4
S00089427,40,5,10,20,5,20,1,-,15,4,20,4,10,5,1
S00089428,44,2,4,27,11,30,-,2,18,10,14,2,2,9,1
S00089429,58,4,12,29,13,35,1,3,19,12,23,3,9,10,1
S00089430,48,2,6,29,11,24,-,1,15,8,24,2,5,14,3
S00089431,38,2,5,26,5,18,1,1,12,4,20,1,4,14,1
S00089432,28,3,8,15,2,15,-,4,10,1,13,3,4,5,1
S00089433,42,2,6,29,5,23,2,-,18,3,19,-,6,11,2
S00089434,41,8,8,18,7,22,1,3,13,5,19,7,5,5,2
S00089435,55,8,8,23,16,31,2,3,13,13,24,6,5,10,3
S00089436,57,6,6,36,9,33,5,-,20,8,24,1,6,16,1
S00089437,67,14,6,33,14,41,6,2,19,14,26,8,4,14,-
S00089438,69,11,14,30,14,41,3,3,21,14,28,8,11,9,-
S00089439,59,8,12,26,13,34,3,4,18,9,25,5,8,8,4
S00089440,25,1,4,12,8,15,-,1,7,7,10,1,3,5,1
S00089441,42,1,11,29,1,23,1,3,19,-,19,-,8,10,1
S00089442,65,5,10,36,14,31,1,2,20,8,34,4,8,16,6
S00089443,42,2,3,31,6,24,-,1,17,6,18,2,2,14,-
S00089444,97,11,7,71,8,60,3,3,48,6,37,8,4,23,2
S00089445,104,13,14,65,12,67,7,10,40,10,37,6,4,25,2
S00089446,62,7,14,35,6,38,1,6,25,6,24,6,8,10,-
S00089447,57,4,8,39,6,36,1,2,28,5,21,3,6,11,1
S00089448,62,9,1,44,8,42,7,1,26,8,20,2,-,18,-
S00089449,94,8,14,61,11,54,3,4,36,11,40,5,10,25,-
S00089450,47,3,12,25,7,25,-,6,13,6,22,3,6,12,1
S00089451,29,2,7,19,1,14,-,3,10,1,15,2,4,9,-
S00089452,39,1,13,20,5,22,-,4,13,5,17,1,9,7,-
S00089453,72,6,5,50,11,37,2,3,23,9,35,4,2,27,2
S00089454,42,3,5,26,8,21,1,1,14,5,21,2,4,12,3
S00089455,37,2,7,26,2,20,1,3,15,1,17,1,4,11,1
S00089456,72,6,12,49,5,34,3,3,23,5,38,3,9,26,-
S00089457,60,9,8,40,3,32,1,5,25,1,28,8,3,15,2
S00089458,59,5,9,38,7,29,-,2,21,6,30,5,7,17,1
S00089459,45,4,6,32,3,24,2,1,19,2,21,2,5,13,1
S00089460,6,-,1,4,1,3,-,-,2,1,3,-,1,2,-
S00089461,64,7,6,46,5,36,2,3,26,5,28,5,3,20,-
S00089462,63,6,13,37,7,35,1,3,26,5,28,5,10,11,2
S00089463,81,8,9,57,7,43,2,3,32,6,38,6,6,25,1
S00089464,86,14,5,55,12,46,3,3,33,7,40,11,2,22,5
S00089465,66,2,5,55,4,36,-,3,30,3,30,2,2,25,1
S00089466,44,4,4,31,5,20,1,-,14,5,24,3,4,17,-
S00089467,59,5,10,34,10,41,4,8,19,10,18,1,2,15,-
S00089468,43,1,11,25,6,28,-,6,17,5,15,1,5,8,1
S00089469,58,9,15,32,2,28,1,4,21,2,30,8,11,11,-
S00089470,52,6,4,36,6,34,4,1,24,5,18,2,3,12,1
S00089471,51,4,4,41,2,30,2,1,25,2,21,2,3,16,-
S00089472,45,6,6,27,6,25,3,2,15,5,20,3,4,12,1
S00089473,74,7,7,47,13,38,5,1,25,7,36,2,6,22,6
S00089474,77,15,14,43,5,44,7,9,24,4,33,8,5,19,1
S00089475,44,1,6,33,4,29,-,3,22,4,15,1,3,11,-
S00089476,44,2,4,31,7,26,1,-,19,6,18,1,4,12,1
S00089477,69,12,14,40,3,33,3,8,19,3,36,9,6,21,-
S00089478,57,20,8,26,3,25,8,2,13,2,32,12,6,13,1
S00089479,53,13,15,19,6,29,3,10,11,5,24,10,5,8,1
S00089480,44,6,8,28,2,18,1,1,14,2,26,5,7,14,-
S00089481,85,14,19,45,7,38,3,3,25,7,47,11,16,20,-
S00089482,53,3,11,34,5,26,3,2,19,2,27,-,9,15,3
S00089483,58,9,12,32,5,34,6,6,18,4,24,3,6,14,1
S00089484,55,4,11,38,2,28,1,3,22,2,27,3,8,16,-
S00089485,48,7,10,28,3,26,4,9,11,2,22,3,1,17,1
S00089486,30,-,3,21,6,17,-,1,12,4,13,-,2,9,2
S00089487,30,3,6,20,1,19,2,3,14,-,11,1,3,6,1
S00089488,59,15,10,26,8,28,4,3,15,6,31,11,7,11,2
S00089489,68,13,14,33,8,33,4,7,16,6,35,9,7,17,2
S00089490,116,31,29,52,4,54,8,10,33,3,62,23,19,19,1
S00089491,71,10,8,46,7,42,4,6,27,5,29,6,2,19,2
S00089492,42,1,6,26,9,21,1,1,14,5,21,-,5,12,4
S00089493,36,6,6,21,3,23,3,3,15,2,13,3,3,6,1
S00089494,31,1,11,15,4,14,-,3,7,4,17,1,8,8,-
S00089495,24,-,5,19,-,14,-,1,13,-,10,-,4,6,-
S00089496,34,-,5,28,1,14,-,-,13,1,20,-,5,15,-
S00089497,105,28,22,41,14,54,7,14,21,12,51,21,8,20,2
S00089498,67,4,16,39,8,31,1,3,22,5,36,3,13,17,3
S00089499,32,5,7,19,1,14,1,-,12,1,18,4,7,7,-
S00089500,38,7,10,17,4,17,1,2,12,2,21,6,8,5,2
S00089501,71,8,16,39,8,39,4,2,25,8,32,4,14,14,-
S00089502,67,6,18,37,6,34,3,2,23,6,33,3,16,14,-
S00089503,2,-,1,-,1,1,-,-,-,1,1,-,1,-,-
S00089504,9,-,4,3,2,6,-,3,1,2,3,-,1,2,-
S00089505,5,-,1,3,1,4,-,-,3,1,1,-,1,-,-
S00089506,51,2,7,34,8,34,-,2,24,8,17,2,5,10,-
S00089507,44,2,8,27,7,24,-,2,15,7,20,2,6,12,-
S00089508,68,4,16,46,2,40,1,6,31,2,28,3,10,15,-
S00089509,32,1,2,25,4,16,-,1,11,4,16,1,1,14,-
S00089510,59,5,17,31,6,32,1,4,23,4,27,4,13,8,2
S00089511,41,4,9,22,6,24,2,3,13,6,17,2,6,9,-
S00089512,36,1,6,24,5,20,-,4,12,4,16,1,2,12,1
S00089513,56,3,11,33,9,31,1,2,21,7,25,2,9,12,2
S00089514,36,4,6,22,4,17,-,-,14,3,19,4,6,8,1
S00089515,103,29,29,35,10,47,9,8,24,6,56,20,21,11,4
S00089516,63,11,6,36,10,39,4,1,28,6,24,7,5,8,4
S00089517,28,1,9,17,1,17,-,5,11,1,11,1,4,6,-
S00089518,55,2,24,25,4,23,-,7,15,1,32,2,17,10,3
S00089519,50,2,8,34,6,28,2,2,20,4,22,-,6,14,2
S00089520,45,1,7,20,17,23,-,-,12,11,22,1,7,8,6
S00089521,63,6,16,29,12,39,3,4,21,11,24,3,12,8,1
S00089522,69,6,10,48,5,35,2,1,28,4,34,4,9,20,1
S00089523,43,4,11,25,3,21,1,2,16,2,22,3,9,9,1
S00089524,51,3,7,40,1,28,-,2,25,1,23,3,5,15,-
S00089525,36,-,6,25,5,19,-,1,15,3,17,-,5,10,2
S00089526,27,-,6,21,-,13,-,-,13,-,14,-,6,8,-
S00089527,25,-,4,17,4,13,-,-,10,3,12,-,4,7,1
S00089528,48,1,8,32,7,28,-,3,20,5,20,1,5,12,2
S00089529,60,1,7,43,9,33,-,1,25,7,27,1,6,18,2
S00089530,43,3,8,29,3,21,1,-,17,3,22,2,8,12,-
S00089531,47,2,10,33,2,24,2,1,19,2,23,-,9,14,-
S00089532,67,5,16,38,8,31,-,2,22,7,36,5,14,16,1
S00089533,40,3,9,24,4,22,1,3,15,3,18,2,6,9,1
S00089534,65,5,10,48,2,35,2,1,31,1,30,3,9,17,1
S00089535,38,-,8,24,6,24,-,2,17,5,14,-,6,7,1
S00089536,53,1,13,34,5,29,1,4,20,4,24,-,9,14,1
S00089537,47,3,13,26,5,26,1,2,18,5,21,2,11,8,-
S00089538,35,3,10,20,2,17,-,2,13,2,18,3,8,7,-
S00089539,35,3,5,24,3,18,1,-,14,3,17,2,5,10,-
S00089540,53,8,9,29,7,27,2,3,18,4,26,6,6,11,3
S00089541,51,3,10,33,5,23,1,1,17,4,28,2,9,16,1
S00089542,109,4,8,80,17,69,2,2,48,17,40,2,6,32,-
S00089543,36,-,6,27,3,18,-,2,14,2,18,-,4,13,1
S00089544,58,4,14,31,9,33,-,6,19,8,25,4,8,12,1
S00089545,2,-,-,2,-,2,-,-,2,-,-,-,-,-,-
S00089546,53,5,20,22,6,27,4,3,15,5,26,1,17,7,1
S00089547,84,4,17,58,5,42,1,2,35,4,42,3,15,23,1
S00089548,96,3,18,65,10,51,1,6,34,10,45,2,12,31,-
S00089549,50,4,8,35,3,29,2,3,22,2,21,2,5,13,1
S00089550,51,3,13,33,2,26,-,3,21,2,25,3,10,12,-
S00089551,40,2,7,30,1,23,2,3,18,-,17,-,4,12,1
S00089552,52,3,5,30,14,36,1,1,21,13,16,2,4,9,1
S00089553,52,5,6,30,11,32,1,2,21,8,20,4,4,9,3
S00089554,33,2,6,22,3,17,-,1,13,3,16,2,5,9,-
S00089555,85,7,17,51,10,43,-,3,32,8,42,7,14,19,2
S00089556,53,2,9,37,5,28,1,2,21,4,25,1,7,16,1
S00089557,92,2,15,66,9,55,1,5,40,9,37,1,10,26,-
S00089558,72,3,17,42,10,31,-,2,22,7,41,3,15,20,3
S00089559,80,6,9,52,13,44,-,1,32,11,36,6,8,20,2
S00089560,44,1,6,34,3,22,-,1,18,3,22,1,5,16,-
S00089561,40,3,10,22,5,22,2,3,14,3,18,1,7,8,2
S00089562,49,2,10,35,2,22,1,3,16,2,27,1,7,19,-
S00089563,38,4,2,25,7,20,-,1,16,3,18,4,1,9,4
S00089564,56,7,13,33,3,28,4,3,18,3,28,3,10,15,-
S00089565,79,12,20,42,5,47,5,7,30,5,32,7,13,12,-
S00089566,78,9,12,51,6,45,7,6,27,5,33,2,6,24,1
S00089567,83,11,19,45,8,44,3,4,29,8,39,8,15,16,-
S00089568,89,8,22,50,9,45,4,2,31,8,44,4,20,19,1
S00089569,44,2,6,29,7,30,2,-,21,7,14,-,6,8,-
S00089570,53,4,13,29,7,25,1,2,16,6,28,3,11,13,1
S00089571,86,8,26,42,10,46,3,9,25,9,40,5,17,17,1
S00089572,36,4,8,19,5,20,1,1,15,3,16,3,7,4,2
S00089573,58,4,8,40,6,31,2,3,22,4,27,2,5,18,2
S00089574,52,6,6,39,1,27,3,2,21,1,25,3,4,18,-
S00089575,41,4,5,27,5,22,-,1,18,3,19,4,4,9,2
S00089576,68,4,9,49,6,37,2,1,30,4,31,2,8,19,2
S00089577,41,9,8,21,3,17,3,-,11,3,24,6,8,10,-
S00089578,47,5,5,33,4,22,-,-,20,2,25,5,5,13,2
S00089579,48,3,13,28,4,28,1,5,18,4,20,2,8,10,-
S00089580,54,8,10,32,4,29,2,-,23,4,25,6,10,9,-
S00089581,41,5,10,26,-,23,-,3,20,-,18,5,7,6,-
S00089582,63,5,12,43,3,40,1,4,33,2,23,4,8,10,1
S00089583,69,6,13,42,8,38,2,2,29,5,31,4,11,13,3
S00089584,19,2,3,12,2,10,-,1,7,2,9,2,2,5,-
S00089585,68,4,12,43,9,36,2,3,24,7,32,2,9,19,2
S00089586,62,7,16,31,8,36,2,6,22,6,26,5,10,9,2
S00089587,31,4,6,16,5,16,3,1,8,4,15,1,5,8,1
S00089588,50,6,7,31,6,29,2,3,20,4,21,4,4,11,2
S00089589,42,1,8,28,5,24,-,3,18,3,18,1,5,10,2
S00089590,65,6,10,43,6,33,1,3,25,4,32,5,7,18,2
S00089591,59,6,9,37,7,32,3,3,19,7,27,3,6,18,-
S00089592,46,2,9,30,5,24,1,2,19,2,22,1,7,11,3
S00089593,57,3,14,35,5,30,-,3,24,3,27,3,11,11,2
S00089594,43,7,6,27,3,23,2,-,18,3,20,5,6,9,-
S00089595,68,4,12,47,5,40,2,2,31,5,28,2,10,16,-
S00089596,71,3,15,48,5,36,2,5,26,3,35,1,10,22,2
S00089597,43,1,12,26,4,24,-,2,20,2,19,1,10,6,2
S00089598,31,1,9,17,4,17,1,1,11,4,14,-,8,6,-
S00089599,62,11,13,33,5,33,4,5,21,3,29,7,8,12,2
S00089600,27,2,8,15,2,13,1,4,7,1,14,1,4,8,1
S00089601,45,5,13,22,5,23,2,4,15,2,22,3,9,7,3
S00089602,58,2,17,31,8,29,-,5,19,5,29,2,12,12,3
S00089603,38,1,10,21,6,27,1,5,15,6,11,-,5,6,-
S00089604,40,3,11,21,5,22,1,3,13,5,18,2,8,8,-
S00089605,68,-,20,43,5,32,-,4,25,3,36,-,16,18,2
S00089606,59,6,20,31,2,31,3,7,19,2,28,3,13,12,-
S00089607,78,10,21,36,11,39,-,7,23,9,39,10,14,13,2
S00089608,23,3,5,14,1,12,-,-,12,-,11,3,5,2,1
S00089609,47,5,8,29,5,26,2,3,16,5,21,3,5,13,-
S00089610,61,6,14,33,8,26,-,1,18,7,35,6,13,15,1
S00089611,41,5,7,24,5,16,1,1,10,4,25,4,6,14,1
S00089612,46,4,10,24,8,26,1,3,15,7,20,3,7,9,1
S00089613,23,4,3,9,7,11,-,-,5,6,12,4,3,4,1
S00089614,88,9,25,46,8,50,6,5,35,4,38,3,20,11,4
S00089615,49,4,5,35,5,30,1,-,24,5,19,3,5,11,-
S00089616,67,8,8,44,7,36,1,-,28,7,31,7,8,16,-
S00089617,93,5,29,57,2,45,-,7,36,2,48,5,22,21,-
S00089618,59,5,12,37,5,31,1,1,24,5,28,4,11,13,-
S00089619,74,3,12,48,11,43,1,2,32,8,31,2,10,16,3
S00089620,75,3,20,45,7,46,1,6,33,6,29,2,14,12,1
S00089621,7,1,1,5,-,3,-,-,3,-,4,1,1,2,-
S00089622,37,3,6,27,1,16,-,1,14,1,21,3,5,13,-
S00089623,38,2,8,26,2,20,1,-,17,2,18,1,8,9,-
S00089624,37,8,8,14,7,17,1,5,4,7,20,7,3,10,-
S00089625,52,7,10,31,4,37,5,5,23,4,15,2,5,8,-
S00089626,75,19,14,28,14,36,8,4,13,11,39,11,10,15,3
S00089627,47,6,8,29,4,23,2,3,16,2,24,4,5,13,2
S00089628,68,10,13,42,3,31,4,5,20,2,37,6,8,22,1
S00089629,65,5,13,42,5,46,2,6,33,5,19,3,7,9,-
S00089630,40,3,11,25,1,26,2,4,19,1,14,1,7,6,-
S00089631,52,6,20,22,4,31,1,10,17,3,21,5,10,5,1
S00089632,62,8,16,34,4,32,5,5,18,4,30,3,11,16,-
S00089633,109,27,26,47,9,47,11,7,21,8,62,16,19,26,1
S00089634,51,5,12,33,1,29,3,4,22,-,22,2,8,11,1
S00089635,40,5,5,27,3,23,2,2,16,3,17,3,3,11,-
S00089636,60,9,14,31,6,28,5,3,14,6,32,4,11,17,-
S00089637,37,2,8,21,6,23,-,2,15,6,14,2,6,6,-
S00089638,54,7,7,33,7,30,2,2,19,7,24,5,5,14,-
S00089639,67,9,11,43,4,37,3,4,26,4,30,6,7,17,-
S00089640,85,12,17,45,11,45,4,11,21,9,40,8,6,24,2
S00089641,33,7,7,18,1,19,3,3,12,1,14,4,4,6,-
S00089642,37,2,10,23,2,21,2,1,16,2,16,-,9,7,-
S00089643,81,19,24,33,5,42,8,9,21,4,39,11,15,12,1
S00089644,86,6,19,53,8,50,2,7,33,8,36,4,12,20,-
S00089645,65,9,16,37,3,33,4,6,20,3,32,5,10,17,-
S00089646,61,6,15,34,6,36,4,5,21,6,25,2,10,13,-
S00089647,80,18,21,34,7,47,9,9,24,5,33,9,12,10,2
S00089648,38,4,4,21,9,24,2,2,14,6,14,2,2,7,3
S00089649,45,3,13,28,1,24,-,8,15,1,21,3,5,13,-
S00089650,54,12,7,28,7,26,2,2,17,5,28,10,5,11,2
S00089651,103,21,20,41,21,69,14,6,30,19,34,7,14,11,2
S00089652,78,13,22,36,7,40,1,8,27,4,38,12,14,9,3
S00089653,74,14,9,42,9,41,6,3,26,6,33,8,6,16,3
S00089654,42,14,9,17,2,18,6,3,7,2,24,8,6,10,-
S00089655,36,12,6,15,3,18,3,3,9,3,18,9,3,6,-
S00089656,53,7,11,27,8,28,3,4,18,3,25,4,7,9,5
S00089657,42,8,9,16,9,22,2,4,10,6,20,6,5,6,3
S00089658,83,12,20,40,11,46,5,11,21,9,37,7,9,19,2
S00089659,92,29,26,31,6,42,11,11,14,6,50,18,15,17,-
S00089660,65,9,20,32,4,30,3,5,18,4,35,6,15,14,-
S00089661,72,4,13,44,11,52,2,11,29,10,20,2,2,15,1
S00089662,55,9,10,30,6,30,6,3,18,3,25,3,7,12,3
S00089663,69,11,9,44,5,42,4,5,29,4,27,7,4,15,1
S00089664,36,4,8,19,5,24,2,4,15,3,12,2,4,4,2
S00089665,74,5,10,54,5,40,-,5,31,4,34,5,5,23,1
S00089666,62,11,9,35,7,31,3,3,21,4,31,8,6,14,3
S00089667,44,5,6,22,11,24,3,1,11,9,20,2,5,11,2
S00089668,44,6,12,25,1,25,3,5,16,1,19,3,7,9,-
S00089669,88,16,22,47,3,51,7,13,30,1,37,9,9,17,2
S00089670,25,6,4,10,5,13,2,3,4,4,12,4,1,6,1
S00089671,115,51,25,33,6,48,12,10,21,5,67,39,15,12,1
S00089672,51,4,7,34,6,29,-,1,22,6,22,4,6,12,-
S00089673,23,1,4,14,4,13,1,-,9,3,10,-,4,5,1
S00089674,104,10,14,69,11,66,3,8,46,9,38,7,6,23,2
S00089675,98,9,14,68,7,61,4,7,48,2,37,5,7,20,5
S00089676,49,6,7,33,3,28,4,2,21,1,21,2,5,12,2
S00089677,85,12,9,55,9,44,3,2,31,8,41,9,7,24,1
S00089678,49,4,15,25,5,29,1,9,15,4,20,3,6,10,1
S00089679,80,10,13,47,10,54,3,9,33,9,26,7,4,14,1
S00089680,68,15,9,37,7,38,7,6,20,5,30,8,3,17,2
S00089681,77,10,12,47,8,44,4,9,27,4,33,6,3,20,4
S00089682,41,3,3,30,5,24,-,3,16,5,17,3,-,14,-
S00089683,54,9,8,30,7,21,4,2,11,4,33,5,6,19,3
S00089684,56,1,1,47,7,28,-,1,26,1,28,1,-,21,6
S00089685,77,10,21,38,8,38,2,11,24,1,39,8,10,14,7
S00089686,33,2,11,16,4,15,1,2,9,3,18,1,9,7,1
S00089687,45,3,4,34,4,26,3,-,20,3,19,-,4,14,1
S00089688,57,4,15,32,6,30,1,5,19,5,27,3,10,13,1
S00089689,33,3,3,23,4,18,1,1,12,4,15,2,2,11,-
S00089690,77,8,16,40,13,42,3,6,21,12,35,5,10,19,1
S00089691,62,4,7,42,9,32,2,1,22,7,30,2,6,20,2
S00089692,28,-,3,19,6,12,-,-,10,2,16,-,3,9,4
S00089693,36,5,4,20,7,21,3,1,12,5,15,2,3,8,2
S00089694,73,3,6,54,10,44,-,3,34,7,29,3,3,20,3
S00089695,71,7,9,44,11,35,2,-,24,9,36,5,9,20,2
S00089696,95,8,13,61,13,54,3,4,38,9,41,5,9,23,4
S00089697,51,1,10,30,10,31,-,3,18,10,20,1,7,12,-
S00089698,59,9,6,32,12,33,5,3,16,9,26,4,3,16,3
S00089699,43,3,9,26,5,28,1,4,18,5,15,2,5,8,-
S00089700,67,7,7,47,6,35,2,1,28,4,32,5,6,19,2
S00089701,54,4,7,35,8,28,1,1,18,8,26,3,6,17,-
S00089702,52,7,12,25,8,29,2,6,15,6,23,5,6,10,2
S00089703,76,7,21,34,14,41,1,2,24,14,35,6,19,10,-
S00089704,61,12,10,28,11,34,5,-,21,8,27,7,10,7,3
S00089705,70,5,17,30,18,38,2,5,16,15,32,3,12,14,3
S00089706,72,6,13,36,17,36,1,4,19,12,36,5,9,17,5
S00089707,36,6,10,14,6,18,2,4,7,5,18,4,6,7,1
S00089708,32,2,7,21,2,19,1,3,13,2,13,1,4,8,-
S00089709,45,3,9,31,2,23,1,1,19,2,22,2,8,12,-
S00089710,58,8,10,28,12,31,2,2,16,11,27,6,8,12,1
S00089711,62,4,14,41,3,36,2,2,30,2,26,2,12,11,1
S00089712,57,7,9,31,10,30,1,3,18,8,27,6,6,13,2
S00089713,54,4,11,33,6,28,2,2,18,6,26,2,9,15,-
S00089714,83,9,13,47,14,47,3,5,27,12,36,6,8,20,2
